ID,Student ID,Mathematics,Literature,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education,Foreign language,Foreign language code
3916,1003917,8.2,6.5,Nature,6,7.75,5.5,7.6,N1
3917,1003918,8.8,6,Nature,7.5,8,5.5,7.2,N1
3918,1003919,8.6,8.25,Society,6.75,5.25,7.75,8.8,N1
3919,1003920,5.6,6.5,Nature,5.25,5,6.75,,
3920,1003921,7.8,7,Nature,7.75,7.25,6.25,8.4,N1
3921,1003922,8,8.5,Society,7,8,9,9.2,N1
3922,1003923,6,8.5,Society,5.75,7.5,8.5,8.2,N1
3923,1003924,7.8,6.25,Nature,7.75,7,4.75,7.2,N1
3924,1003925,7.6,8,Society,3.25,5.25,9,8.4,N1
3925,1003926,7.4,8.75,Society,6.25,7.75,8.75,9.4,N1
3926,1003927,8.2,6.5,Nature,7.75,5.5,5.25,8.6,N1
3927,1003928,8.2,6.5,Nature,4,8.25,8.75,5.6,N1
3928,1003929,7.2,8.5,Society,6.75,5.75,9.25,9.2,N1
3929,1003930,7.2,6,Nature,5.75,6.5,6.75,,
3930,1003931,8,8,Nature,8.5,9.5,7.5,9,N1
3931,1003932,7.4,8,Society,8.5,6,8.75,7.4,N1
3932,1003933,8.2,6,Nature,8,5.5,6.25,9,N1
3933,1003934,7.6,5.5,Nature,8.25,4.25,5.25,8.8,N1
3934,1003935,7.4,6.5,Nature,5.25,7.5,5.25,7.6,N1
3935,1003936,5.6,8.5,Society,5.75,7,8.75,7.6,N1
3936,1003937,7.4,8.5,Society,4.5,5.5,7.25,8.4,N1
3937,1003938,8,8.5,Society,6.25,5.5,8.25,7.8,N1
3938,1003939,6.6,5.33,Nature,7.25,5.25,6,9.2,N1
3939,1003940,6.6,6.25,Nature,5.75,5.5,5.25,8.6,N1
3940,1003941,7.8,8.25,Nature,3.25,5.75,5.5,6.4,N1
3941,1003942,8.8,8.25,Society,4,4,7.75,7.8,N1
3942,1003943,8.4,8.75,Society,7.25,6.5,8.75,9,N1
3943,1003944,8.2,9,Society,7.75,6.25,8.75,8.2,N1
3944,1003945,8.8,7,Nature,8.25,7,6.5,8.6,N1
3945,1003946,8.2,7.5,Nature,8.25,7.25,7,8.6,N1
3946,1003947,9,6,Nature,8.75,6.5,6.75,9.4,N1
3948,1003949,7,7.5,Society,7.25,7.25,9.75,8.8,N1
3949,1003950,5.8,8,Society,5,6,9,7.4,N3
3950,1003951,7.4,8.75,Society,6.25,6.75,7.5,7.4,N1
3951,1003952,6.2,8,Nature,6,5,5.25,,
3952,1003953,7.4,8,Society,6.25,6.25,8.25,6.8,N3
3953,1003954,8.6,7.75,Nature,7.75,7.75,6.75,8.6,N1
3954,1003955,8,7,Nature,7.25,5.25,4.25,8.2,N6
3955,1003956,8,8.25,Nature,6,8.75,7.5,8.2,N1
3956,1003957,8.8,8.25,Society,5.75,7.25,8.25,9,N1
3957,1003958,6.4,6.25,Society,3,5.5,5.75,8.8,N1
3958,1003959,7.8,7,Society,4.5,5.75,6,8.4,N1
3959,1003960,7.8,6.75,Society,9,6.75,9.25,9,N1
3960,1003961,6,6.75,Society,4,5.5,7.25,8.2,N1
3961,1003962,7.8,7.5,Nature,7.5,8.25,7.5,9,N1
3962,1003963,9,6,Nature,8.75,8,6.5,8.4,N1
3963,1003964,7.4,6.5,Nature,8,3.25,5.75,8,N1
3964,1003965,6.6,7.75,Society,7.25,6.25,8.75,7.2,N3
3965,1003966,6,8.25,Society,6,7.25,9.25,8.2,N5
3966,1003967,8.6,8.25,Society,6.25,7.25,9.75,9,N1
3967,1003968,6.6,8.5,Nature,4.5,7.75,6.75,9.2,N1
3968,1003969,8.4,8.75,Society,4,6,8.5,8.6,N1
3969,1003970,7.6,7.75,Society,6.5,5.75,8.25,7.8,N6
3970,1003971,3.8,7.75,Society,8,7.25,8.25,7.4,N1
3971,1003972,7.8,6.5,Nature,8.5,6,7.25,9.2,N1
3972,1003973,7.4,8,Nature,6.75,6.5,5.25,7.8,N1
3973,1003974,8.2,7.5,Nature,7.75,6.5,6.5,8.6,N1
3974,1003975,5,4.75,Society,5.25,5.75,8,7.8,N1
3975,1003976,8.2,7,Nature,5.75,6.5,6,7.6,N1
3976,1003977,8.4,8.25,Nature,7.75,3.5,5.5,8.8,N1
3977,1003978,6.2,8.25,Society,5,6.25,9.75,8.2,N1
3978,1003979,8,8.5,Society,7,6.25,9.5,,
3979,1003980,8.2,8.5,Society,5.75,6,8.5,8.6,N1
3980,1003981,7.8,8.5,Society,9.25,8,9.25,9.4,N1
3981,1003982,5.4,8,Society,8,7.5,8,7,N1
3982,1003983,8.2,7,Society,5.5,6.25,7.75,9,N1
3983,1003984,8.2,8.75,Society,7.75,6.75,8.75,8.8,N1
3984,1003985,6.6,8.25,Nature,6.75,7,6.75,7.2,N6
3985,1003986,8,9,Society,7.25,6,8.5,8.2,N1
3986,1003987,8.4,9,Society,7.25,7.25,8.75,8.8,N5
3987,1003988,7.4,8.25,Society,5,5.5,8.75,8,N1
3988,1003989,8.6,8.75,Society,9,7.5,9.25,9,N1
3989,1003990,7.8,9.25,Society,5.25,6.25,9.5,7.8,N1
3990,1003991,8.6,8,Nature,9.25,6.5,5.5,9.6,N1
3991,1003992,8.2,9,Society,8.25,7.5,8,9,N1
3992,1003993,8.8,7.75,Nature,8,7.5,6.75,8.4,N1
3993,1003994,8.8,8,Society,5.25,7.25,9,8.6,N1
3994,1003995,,,Society,,,,,
3995,1003996,8.6,7.5,Nature,8.75,6,6.75,9,N1
3996,1003997,7.8,9.25,Society,6.75,4.75,8.75,9,N1
3997,1003998,7,8.5,Society,8.25,6.5,9.5,8.2,N1
3998,1003999,5.8,8.25,Society,6.75,6.75,9,,
3999,1004000,7,8.75,Society,5.75,6.5,8.75,8,N1
4000,1004001,7.2,7.75,Society,5.5,6.25,8.75,6.2,N1
4001,1004002,7,9,Society,8.25,7,10,8.6,N1
4002,1004003,8.2,8.75,Nature,8.5,6.25,5.25,6.6,N1
4003,1004004,7.8,7.25,Nature,8,7.25,7,8.8,N1
4004,1004005,8,8.75,Nature,8.5,6,7.25,8.8,N1
4005,1004006,8.4,8.75,Society,6,9,8.25,7.8,N1
4006,1004007,7.2,8.75,Society,4.5,5.25,7.25,7.8,N1
4007,1004008,7.2,8.5,Society,5.5,5,8,8.8,N6
4008,1004009,8.2,9,Society,5,5.75,9,9.2,N1
4009,1004010,8,9.25,Society,7,7.25,9.25,9.2,N1
4010,1004011,8.2,9,Society,7,8.25,9.25,9.2,N1
4011,1004012,8,6.5,Nature,7.5,5.75,7,8,N1
4012,1004013,8,8.75,Society,8.75,7.5,9.5,8.8,N1
4013,1004014,8.2,9.25,Society,6,6.75,8,8.6,N1
4014,1004015,7.2,8.75,Society,6.5,7.25,10,8.8,N1
4015,1004016,8,9.25,Society,8.5,5.25,8.5,10,N1
4016,1004017,9,8.75,Society,5.75,6,9,8.8,N1
4017,1004018,7.4,8,Society,5.25,5.75,7,7.2,N1
4018,1004019,8.4,7.75,Society,7.75,7.25,9.25,,
4019,1004020,7.6,8.25,Society,6.5,6.75,8.5,8.8,N1
4020,1004021,7.8,8.75,Society,5.75,5.25,9.25,9.4,N1
4021,1004022,7.2,9,Society,6.75,4.75,8,9,N1
4022,1004023,7.8,8.75,Society,7,6.5,9.25,8.2,N1
4023,1004024,8,8.25,Society,7,6.75,9.75,9,N1
4024,1004025,7.8,9,Society,6.25,6.75,8.75,8.8,N1
4025,1004026,7.8,8.25,Society,3.25,6.25,8.5,7.2,N1
4026,1004027,9,9,Society,7,8.75,9.75,9.2,N1
4027,1004028,8.4,9.25,Society,8,8,9.75,9.6,N1
4028,1004029,6.6,8.25,Society,7,5.25,8.25,8.4,N1
4029,1004030,8,8.25,Society,6.75,5,9.25,9.2,N7
4030,1004031,7.8,8.5,Society,3.25,5.75,6.25,7.8,N1
4031,1004032,7.8,9.25,Society,6.25,6,8.5,8.8,N1
4032,1004033,8.6,9,Society,4.5,5.25,7.75,8.2,N1
4033,1004034,3,8,Society,6.25,8.25,8.75,7.4,N1
4034,1004035,7.8,8.75,Society,7,6.25,8.25,8.8,N1
4035,1004036,8,9.25,Society,6.75,6.25,9.25,9.2,N1
4036,1004037,8.2,8.25,Society,6,5.25,8.25,6.8,N1
4037,1004038,7.2,8.5,Society,6.75,6.5,8.5,7.6,N1
4038,1004039,7.2,7.75,Society,4.75,6,7.75,7.4,N1
4039,1004040,8.2,8.75,Society,7,6.5,9.5,9.2,N4
4040,1004041,8,9.25,Society,6.25,6.75,9.25,9.2,N1
4041,1004042,7.6,8.25,Society,6,5,7.25,8.2,N1
4042,1004043,7.6,9,Society,5.75,6.25,9,7.4,N1
4043,1004044,7.8,7.5,Society,5,5.25,7.75,6.2,N3
4044,1004045,9.2,8.25,Society,8.25,7.25,10,9.2,N1
4045,1004046,7,8.75,Society,6.5,5.25,8.5,7,N1
4046,1004047,8.2,8.5,Society,7.5,7,9.25,8.6,N1
4047,1004048,8.2,9,Society,4.25,8.25,8.25,9,N1
4048,1004049,7.8,8.75,Society,6.5,6.25,8.5,8.4,N1
4049,1004050,7.8,8.75,Society,4.75,6,7.5,7.6,N1
4050,1004051,8,8.75,Society,5.5,7,8,8,N1
4051,1004052,8.6,8.75,Society,6,6.75,9.5,8.4,N1
4052,1004053,8,8.75,Society,4.75,5.25,8.25,8,N1
4053,1004054,8.4,9,Society,5,6.5,8.5,8.8,N1
4055,1004056,8.6,8.5,Society,8.5,7.25,9.5,9.4,N1
4056,1004057,8,8.75,Society,5.5,6.25,8,8.6,N1
4057,1004058,7.2,8.5,Society,5.5,6.75,8,9,N1
4058,1004059,7.4,9,Society,7.5,6.25,9.25,7.8,N1
4059,1004060,7.2,8.75,Society,7.5,6,8.75,8.2,N1
4060,1004061,8,8.5,Society,6.25,5.75,9.25,8.8,N1
4061,1004062,8,9,Society,7.5,6,8,8.4,N1
4062,1004063,8.4,9,Society,6,3.75,8.25,8.8,N1
4063,1004064,8,8.75,Society,6.75,5.75,9.75,7.6,N1
4064,1004065,7.6,8.75,Society,9,6.25,9.25,9.2,N1
4065,1004066,8.4,8.5,Society,5.5,7.5,9,8.4,N1
4066,1004067,7.8,8.5,Society,5.25,5.5,8.75,7.6,N1
4067,1004068,8.4,8.75,Society,4.75,6,7.75,8.2,N1
4068,1004069,7.8,9,Society,8,6.75,8.5,9.4,N1
4069,1004070,7.2,8.75,Society,6.5,8,9.5,8.4,N1
4070,1004071,7.2,7.75,Society,5,5.25,7.75,8.4,N1
4071,1004072,7.6,8.5,Society,5.5,6,8,9.2,N1
4072,1004073,8.8,8.75,Society,8,6.5,9,8.4,N1
4073,1004074,7.2,8.5,Society,7,6.5,9,7,N1
4074,1004075,7.8,8.25,Society,5.5,6.25,9,8.8,N1
4075,1004076,7.2,9,Society,3.5,6.75,8,9.2,N1
4076,1004077,7.8,8.75,Society,6.25,5.75,9.25,8.8,N1
4077,1004078,7.6,8.75,Society,4.75,4.25,7.25,7.6,N1
4078,1004079,7,8.75,Society,8.75,8.5,7.75,8.4,N1
4079,1004080,7.6,9,Society,7,5.75,10,8.6,N1
4080,1004081,5.4,8,Society,6.5,6,9.25,8,N1
4081,1004082,6.8,8.25,Society,6,7,8.5,9.4,N1
4082,1004083,6.2,8.25,Society,4.5,6,8.75,6,N3
4083,1004084,7.2,7.5,Society,4.75,5.5,8.25,9,N1
4084,1004085,8,8.5,Society,5.5,6.25,8,9,N1
4085,1004086,8,9,Society,8,7.25,8.75,9.8,N6
4086,1004087,6.8,8,Society,5.75,6,8.75,7.4,N1
4087,1004088,8.2,8.75,Society,6.75,7.75,8.5,9.4,N1
4088,1004089,7.4,8,Society,8.75,6.25,8,7.6,N1
4089,1004090,6.4,8.25,Society,5,5.5,8,7.4,N1
4090,1004091,8.6,8,Society,9,7,9.5,9.2,N1
4091,1004092,6.6,7.75,Society,5.5,6.75,9.25,8,N1
4092,1004093,5.6,8.5,Society,5,4.75,7,6.8,N1
4093,1004094,8,8.25,Society,7.5,5.5,7.75,8,N1
4094,1004095,7.8,8.5,Society,6,5.75,8.25,9,N1
4095,1004096,7.6,8.75,Society,6.5,6.5,8.75,9.2,N1
4096,1004097,8.2,8.75,Society,8.5,8.25,10,9.2,N1
4097,1004098,6.8,7.5,Society,4.5,5.75,8.75,4.8,N1
4098,1004099,7,8.75,Society,6.75,6.25,9.25,9,N1
4099,1004100,8.2,8.25,Society,7.75,8.25,9.5,9,N1
4100,1004101,6.6,8.5,Society,8,6,9,9.2,N1
4101,1004102,8.8,8.75,Society,5,6.5,7.5,8.4,N1
4102,1004103,7.6,8.5,Society,4.5,5.5,8,8.6,N1
4103,1004104,7.6,9,Society,4.75,5.5,8,7.2,N1
4104,1004105,8,8,Society,7,6,8.25,8,N1
4105,1004106,8,9,Society,7.5,7.25,9.25,8.8,N1
4106,1004107,7.2,8.5,Society,7.75,5.5,8.25,9.6,N1
4107,1004108,8,8.75,Society,6.75,7,9.75,8.6,N1
4108,1004109,7.8,8.75,Society,5,5.75,8.25,7.8,N1
4109,1004110,7.8,8.25,Society,6,6,8.75,8.2,N1
4110,1004111,8.4,8.75,Society,4.75,5,8.5,7,N1
4111,1004112,4.8,9,Society,6.5,6.25,8.75,9,N1
4112,1004113,8.6,8.75,Society,6.75,6.5,9.75,9.4,N1
4113,1004114,7.6,8.75,Society,8,6,8.75,8.8,N5
4114,1004115,8,8,Society,5.5,5.75,8.5,8.8,N1
4115,1004116,7.8,8,Society,8,7,8.75,9.2,N1
4116,1004117,8.2,5,Society,5.25,5.75,8.5,6.4,N1
4117,1004118,6.4,8.25,Society,7.25,7.5,8.75,5.4,N3
4118,1004119,7.2,8.75,Society,6.5,6.5,9.25,9,N1
4119,1004120,5.4,7,Society,7,6.5,7.25,8,N1
4120,1004121,7.2,7.5,Society,6.5,7.25,9.25,8,N1
4121,1004122,7.6,7,Society,6,7.25,8.75,8.8,N1
4122,1004123,8.6,8.25,Society,9,7.5,9.75,9.2,N1
4123,1004124,8.4,8.75,Society,7.5,8,10,9,N1
4124,1004125,8,8.5,Society,6.5,6.5,9,9,N1
4125,1004126,7.6,8.75,Society,8,6.25,9,8.8,N1
4126,1004127,6,7.75,Society,6.25,7,7.75,8.6,N1
4127,1004128,7.6,8.25,Society,3.75,5.5,7,8.4,N1
4128,1004129,8.4,8.75,Society,6.5,6.5,8.5,9.2,N1
4129,1004130,8.2,9,Society,6.5,6.5,9.75,9,N1
4130,1004131,7.6,8.25,Society,8.5,7.5,9.5,9.2,N1
4131,1004132,7.8,8.5,Society,6.75,5,8,8.8,N1
4132,1004133,8.2,6.5,Society,6.5,7.5,8.5,9,N1
4133,1004134,7.4,9.25,Society,7,8,9.5,9.6,N1
4134,1004135,7.6,8,Society,5.5,6.5,9.25,8.4,N1
4135,1004136,6.8,8.25,Society,6.75,7.75,8.75,7.6,N1
4136,1004137,6.6,6.25,Society,7,6,8.25,9.4,N1
4137,1004138,7.8,8.25,Society,7.5,7,7.5,6.8,N1
4138,1004139,6.2,7.5,Society,6.5,6.25,8.5,9,N1
4139,1004140,7.6,7.75,Society,4.25,6.25,7.5,8.6,N1
4140,1004141,7.2,8.25,Society,7.5,5.5,7.5,8.4,N1
4141,1004142,7.2,9,Society,8,7.25,8,9,N1
4142,1004143,8.2,8,Society,7.25,6.5,9.75,8.6,N1
4143,1004144,8.2,8,Society,7.5,7.75,8.25,8.4,N1
4144,1004145,7.2,7.25,Society,5,4.5,6.75,5.8,N1
4145,1004146,7.6,6.75,Society,4.25,5.75,9.25,9.2,N1
4146,1004147,7.8,8,Society,6.5,6.25,9.5,9.2,N1
4147,1004148,7,8.25,Society,5.5,4.75,7.75,7.6,N1
4148,1004149,6.2,8.75,Society,7.75,7,7.75,7.2,N1
4149,1004150,4,7.5,Society,6,5.5,8.25,4,N1
4150,1004151,8.8,8.25,Society,7.25,8.5,9,8.4,N1
4151,1004152,7.4,8.25,Society,7.25,6.5,8.5,9.2,N1
4152,1004153,,,Society,,,,,
4153,1004154,8,8.5,Society,6.75,6.75,9.5,8.4,N1
4154,1004155,8.4,8.75,Society,7.25,7.5,9.25,9.6,N1
4155,1004156,7.2,8.5,Society,7.75,5.5,8.25,9.2,N1
4156,1004157,6,8.5,Society,6,4.75,7.75,6.4,N1
4157,1004158,8.2,8.5,Society,8.75,8.25,9.75,8.2,N1
4158,1004159,6.8,8.75,Society,8.25,7.5,9.25,9.2,N1
4159,1004160,8.2,9.25,Society,6.5,7.25,9.25,8.8,N1
4160,1004161,8.6,8.75,Society,7.75,7.75,8.5,8.8,N1
4161,1004162,7.2,7,Society,6.5,5.75,8.5,8.8,N1
4162,1004163,7.8,9.25,Society,6,6.25,8.5,8.4,N1
4163,1004164,7.6,8.75,Society,5.75,6.25,7.75,9,N1
4164,1004165,6.4,8.75,Society,6.25,4.75,7.75,8.4,N1
4165,1004166,7.8,8.75,Society,7,5.75,9.25,8,N1
4166,1004167,7.8,7.75,Society,5.5,7.5,7.75,9.2,N1
4167,1004168,8.4,9.25,Society,7,7.25,9.5,9.2,N1
4168,1004169,8,9.25,Society,7.75,7.5,8.75,7.8,N1
4169,1004170,7.8,9,Society,6,4.5,8,7.2,N1
4170,1004171,8,9,Society,7.25,5.75,9,8,N1
4171,1004172,7,7.75,Society,6.5,5.25,8.5,8.8,N1
4172,1004173,8,9,Society,8.5,8.75,9.25,8.8,N1
4173,1004174,8.2,8,Society,4.5,7,9,7.4,N1
4174,1004175,6.2,8.5,Society,3.75,3.5,7.5,6.8,N1
4175,1004176,8.2,7.5,Nature,9,9.5,7,,
4176,1004177,7.4,8.25,Society,6.75,8.25,9.25,6.8,N3
4177,1004178,8,9,Society,6.25,5.75,7.5,8.6,N6
4178,1004179,7.2,8,Nature,6.25,7.5,7,,
4179,1004180,7.4,8.75,Society,7.5,7.5,9.5,,
4180,1004181,8.2,7,Nature,8,7.75,6.75,,
4181,1004182,7.2,7.5,Society,5.25,5.25,8,8.8,N4
4182,1004183,6.4,8.75,Society,5.25,6.5,8.75,3.6,N6
4183,1004184,7.4,8.25,Society,5.5,6.75,9.25,9.6,N4
4184,1004185,7.8,7.5,Nature,8,4.75,6.25,8.2,N1
4185,1004186,7.6,7.75,Nature,7,6.75,7.25,9,N1
4186,1004187,8.2,8,Nature,8.5,6.25,7.25,9.4,N1
4187,1004188,7.6,5,Nature,6.75,5.25,4.25,6.2,N1
4188,1004189,8.2,8.5,Society,8.25,6.5,9.75,9.6,N1
4189,1004190,7.6,5.5,Nature,7.75,8.25,7.5,8.4,N1
4190,1004191,8.6,7.75,Nature,8.25,5.5,5.75,8.6,N1
4191,1004192,7.8,7.75,Society,6.25,5.5,7.5,9,N1
4192,1004193,7.6,8,Society,7.5,7,8,8.8,N1
4193,1004194,6.2,5.5,Society,6,5,6.75,7.4,N1
4194,1004195,9.2,5.5,Nature,6.5,5,5.75,8.4,N1
4195,1004196,8.4,9.25,Society,6.75,6.25,8.25,8.8,N1
4196,1004197,7.2,7.5,Nature,6.25,6.25,6.75,9.2,N1
4197,1004198,9.2,7.5,Nature,8,4,6,8.8,N1
4198,1004199,7.6,6,Nature,7.75,4.25,7,8.8,N1
4199,1004200,8.2,7.5,Society,5,5.75,7.25,8.4,N1
4200,1004201,7.4,7.25,Nature,7.5,4.75,5.75,8,N1
4201,1004202,7.4,6.5,Nature,3.75,5.5,4,8.8,N1
4202,1004203,8.4,6.75,Nature,8.5,7,6.5,9.2,N1
4203,1004204,5.6,7,Society,7,5.75,8.75,8,N1
4204,1004205,7.2,6.5,Society,5.75,6.5,7.5,9,N1
4205,1004206,7.8,7.25,Nature,7.75,5,6.5,9.2,N1
4206,1004207,9,6.25,Nature,8.5,7,5.75,9,N1
4207,1004208,7.4,7.5,Society,8,5.75,9,8.2,N1
4208,1004209,8.2,8.25,Society,6.5,6.75,9,9.4,N1
4209,1004210,6.6,7.5,Society,6,5.25,8.25,7,N1
4210,1004211,8.4,8.25,Nature,7.75,8.25,7,9.4,N1
4211,1004212,8.6,7,Nature,8,5.25,3.75,8.6,N1
4212,1004213,7.6,8.25,Society,3,6.25,8.5,9.2,N1
4213,1004214,9.2,7.75,Nature,5.25,6,5.5,8.4,N1
4214,1004215,8,8,Society,6.25,6.75,9.5,8.4,N1
4215,1004216,8.6,8.25,Society,6.25,7.25,8.75,9.4,N1
4216,1004217,8.4,8.5,Society,7.5,6.75,9.75,9.2,N1
4217,1004218,8,6,Nature,8.75,3.5,5,8.6,N1
4218,1004219,7.4,6.25,Nature,7,4.5,6.75,8.6,N1
4219,1004220,8,5.25,Nature,8.5,3.5,5.5,8.8,N1
4220,1004221,7,5.25,Nature,5.5,5.75,4,8.6,N1
4221,1004222,7.8,7,Nature,5.25,7.25,5.75,9.4,N1
4222,1004223,6.4,7.75,Society,5.5,5.25,7.25,7.4,N1
4223,1004224,7.2,8.25,Society,6.25,6,7.75,9.4,N1
4224,1004225,8.2,7.25,Nature,8.25,3.75,5.75,9.2,N1
4225,1004226,7.6,6,Nature,7,4.5,5.25,7.6,N1
4226,1004227,7.6,8.5,Society,7.75,5.5,9,8,N1
4227,1004228,7.6,7.5,Society,8,5,8.75,9.2,N1
4228,1004229,5.6,5.5,Nature,3,5.25,5.25,8.6,N1
4229,1004230,8.2,7.25,Nature,8.25,7.5,7.25,8.8,N1
4230,1004231,8,5.75,Nature,5.5,7,7.25,8,N1
4231,1004232,7.4,6.5,Society,5.5,5.75,8.25,8.2,N1
4232,1004233,8.4,6.5,Nature,5.25,5.25,6.75,7.2,N1
4233,1004234,7.2,6,Nature,7.5,6.5,4.5,5.6,N1
4234,1004235,8.4,6.5,Nature,9,6.75,6.25,7.4,N1
4235,1004236,8.8,7.5,Society,7.5,6.25,8,8.4,N1
4236,1004237,8.8,7.75,Nature,7.25,5,4.75,8.2,N1
4237,1004238,9,7.5,Nature,7.75,6.5,4.75,9.2,N1
4238,1004239,8,8.75,Society,5,4.25,7.75,9.4,N1
4239,1004240,7.6,7.75,Nature,7,3.75,5.25,7.8,N1
4240,1004241,5.6,7.75,Society,6.75,7.75,8.5,6.2,N3
4241,1004242,8,6.75,Nature,7.75,6,5.25,7.6,N1
4242,1004243,7.6,6.5,Nature,6.5,6,7,8.8,N1
4243,1004244,9.6,6.25,Nature,9.25,8,7.5,8.2,N1
4244,1004245,7.6,8.5,Nature,9.25,7.75,8.25,9.2,N1
4245,1004246,6.6,7,Society,6.25,6,8.25,9.2,N1
4246,1004247,6.2,6,Society,5.75,6.75,7.5,8,N1
4247,1004248,6.6,7,Nature,7.5,4.75,5.75,8.8,N1
4248,1004249,8.4,5.75,Nature,8.5,4,5.5,8,N1
4249,1004250,8.6,9,Nature,6.5,5.25,6,6.8,N4
4250,1004251,6.4,8,Society,6.25,6.5,6.5,8,N1
4251,1004252,7.2,7,Society,5.25,6,8.75,7.8,N1
4252,1004253,7.4,7.25,Society,6.5,6.5,8.75,9.2,N1
4253,1004254,7.8,8.75,Society,7.25,6.5,8.75,8.8,N1
4254,1004255,8.2,7.5,Society,6.75,6.5,9.25,9.2,N1
4255,1004256,7.8,8.5,Society,8.25,6.5,8.25,7.8,N1
4256,1004257,8.6,8.75,Society,8.5,7.75,9,9.2,N1
4257,1004258,7.4,6.25,Society,6,6,8.25,8.6,N1
4258,1004259,8,8.25,Society,6.25,6.5,9.75,9.6,N1
4259,1004260,7.6,7.25,Society,7.75,4.25,8.75,9,N1
4260,1004261,7.2,7.25,Society,5,4.75,7,6.4,N1
4261,1004262,6.6,7.75,Society,3.5,5.25,7,7.2,N1
4262,1004263,7.8,8.75,Society,9,6.5,8.75,9.4,N1
4263,1004264,7,8.75,Society,5.25,5.75,9,6.4,N1
4264,1004265,7.4,9.25,Nature,4.5,2.75,4.75,7.8,N1
4265,1004266,7.8,9.5,Society,4.5,5.25,7,8.2,N1
4266,1004267,7.6,8.75,Society,7.25,7.25,9,8,N1
4267,1004268,7.8,6.5,Nature,6,7.5,5.25,7,N1
4268,1004269,7.6,9.5,Society,6.5,6,9.25,9,N1
4269,1004270,7,8,Society,6.25,6,8.5,9.4,N1
4270,1004271,7.8,8.75,Society,7.5,5,8.5,8.2,N1
4271,1004272,8.4,7,Nature,7.75,8,4.75,6.8,N1
4272,1004273,7.4,7,Society,7.25,6.5,9.25,9,N1
4273,1004274,6.8,7.5,Society,6.75,7.25,8.75,9,N1
4274,1004275,7.6,8.75,Society,7.5,6.25,7.75,5.8,N1
4275,1004276,7.6,7.5,Society,7.5,6.25,9,8.8,N1
4276,1004277,8,7.5,Society,4.25,6.5,7.75,7.4,N1
4277,1004278,7.4,7.5,Society,6,6.75,9.25,9,N1
4278,1004279,7.8,7.5,Society,8,8,9.75,9.2,N1
4279,1004280,7.4,7.5,Nature,4.25,7.25,3.75,9.4,N1
4281,1004282,8.2,7.75,Nature,7.75,7.5,6.75,7.6,N1
4282,1004283,8,8,Society,7,6.5,9.5,9.4,N1
4283,1004284,8,7.75,Society,6.5,8,9.5,9,N1
4284,1004285,6.8,7.58,Society,3.75,5.25,6.5,7.4,N1
4285,1004286,7.8,7.25,Society,8,7.5,8.75,9.4,N1
4286,1004287,8.6,7.5,Society,7.5,6,8.75,9.2,N1
4287,1004288,8.8,6.5,Society,6,5.75,7.5,9.2,N1
4288,1004289,7.4,8,Society,4.75,7,7.5,7.8,N1
4289,1004290,7.6,8.5,Society,5.25,5.25,8.25,9,N1
4290,1004291,6.2,8,Society,5.5,3.75,9,8.4,N1
4291,1004292,7.6,8.25,Society,3.25,5,6.75,8.4,N1
4292,1004293,7.4,7,Society,4.5,7.75,8.25,9.2,N1
4293,1004294,8.4,8.25,Society,7,9.75,9.25,9.2,N1
4294,1004295,7.8,8.25,Society,4.25,5.25,8,8,N1
4295,1004296,7.8,9,Society,5,5,8.5,8.2,N1
4296,1004297,7.6,8.5,Society,5.5,6.25,7.25,8.8,N1
4297,1004298,7.6,9.25,Society,9,8,9.5,8.2,N1
4298,1004299,8.4,8,Society,8,6.75,7,9,N1
4299,1004300,7.8,8.5,Society,7.75,7,8.75,9,N1
4300,1004301,7.8,8,Society,5,5.5,8.25,7.4,N1
4301,1004302,7.4,8.25,Society,7.75,6.75,9,9.2,N1
4302,1004303,6.8,7.25,Society,5.25,5.75,7.5,6.2,N1
4303,1004304,7.6,8.5,Society,6.25,6.5,8.25,9.2,N1
4304,1004305,8.4,7.5,Society,2.75,5.5,7,7.8,N1
4305,1004306,7.4,8.25,Society,6,5.25,8.25,8.8,N1
4306,1004307,8.4,7.75,Society,5.5,6,8.25,6.2,N1
4307,1004308,7,8,Society,5.25,7.25,8.75,8.4,N1
4308,1004309,5.8,8,Society,7.25,6,8.5,6.6,N1
4309,1004310,7.4,8.5,Society,4.5,4.75,7.75,4.6,N1
4310,1004311,7.2,9,Society,7.5,6.5,9.25,9.2,N1
4311,1004312,7,8.25,Society,7.25,7,9,7.8,N1
4312,1004313,7.2,8.75,Society,5.75,6.25,8.25,8.2,N1
4313,1004314,7.6,6.75,Society,7,5,9.25,7.8,N1
4314,1004315,8.6,9.5,Society,6.75,6,8.75,8.6,N1
4315,1004316,7.8,9,Society,5.75,6.5,7.5,8.6,N1
4316,1004317,8,7.75,Society,6,7.25,8.25,8.8,N1
4317,1004318,8,8.75,Nature,6.5,6.25,7.75,9,N1
4318,1004319,6.6,8,Society,5.25,5,7.75,,
4319,1004320,7.4,7.25,Nature,5,2.5,5,7.2,N1
4320,1004321,8.6,8,Nature,8,7.25,6.75,,
4321,1004322,7.2,8.75,Society,7,6.75,9,,
4322,1004323,6.4,7.75,Nature,8.25,6,7,7.8,N1
4323,1004324,8.4,7.75,Nature,7,5.75,6,9,N1
4324,1004325,7.8,8,Nature,3,7.75,8.25,8,N1
