Student ID,Mathematics,Literature,Foreign language,Foreign language code,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education
1003636,7.6,5.25,8.4,N1,Nature,6,6,5.5
1003637,9.2,6.25,8,N1,Nature,7,4.25,6.25
1003638,8,8.75,9.2,N1,Society,6.75,6.75,8
1003639,9,7.75,7.8,N1,Nature,8,8.5,7.25
1003640,6.4,7.75,9.4,N1,Society,7.25,6,9
1003641,8.2,6.25,7.6,N1,Nature,6.75,7.5,7.75
1003642,8.6,8,9.2,N1,Nature,9.25,6.75,7.25
1003643,8,7.5,9.2,N1,Nature,8,8.5,8.5
1003644,7.8,6.5,8.2,N1,Nature,7.25,7,4.75
1003645,8,8.75,9.6,N1,Nature,8.25,7.5,6.75
1003646,8.4,8.5,9,N1,Society,6.75,8.75,9
1003647,8,6.5,9.4,N1,Nature,6,8,5.75
1003648,8.2,7.25,8.2,N1,Nature,8.25,6.75,5.5
1003649,7.4,7,8,N1,Nature,8,4,6.75
1003650,6.2,6.75,7.6,N1,Nature,3.75,4,4.5
1003651,7.6,8,8,N1,Nature,6.5,4.5,7
1003652,7.4,8.25,8.8,N1,Society,6.75,6,8.5
1003653,8.6,8.25,8,N1,Nature,7,9,7.5
1003654,7.8,8.75,8.8,N1,Society,8.25,7.75,10
1003655,8.2,9,7.8,N1,Society,4.5,5.5,7.25
1003656,8,9.25,8.8,N1,Society,8.25,6.25,9.25
1003657,6.6,8.75,6.8,N1,Society,8.25,6.75,8.25
1003658,8.4,8,9.2,N1,Nature,7.75,4.75,6.25
1003659,8,9,9,N1,Society,5.5,6.75,9.25
1003660,8.2,8.25,8.2,N1,Nature,7,4.75,6.5
1003661,6.6,9,7.2,N1,Society,5.5,5.5,7.25
1003663,7.6,8.5,7,N1,Society,3.5,6.25,6
1003664,8.2,8.75,9.4,N1,Society,8.5,7.25,9.5
1003722,5.6,7,4.6,N1,Society,4.5,5.75,7.75
1003725,7.8,7.75,8.8,N1,Society,6,5.5,7
1003726,6.6,9,9,N1,Society,6,5,8.25
1003728,5,9.25,5,N1,Society,10,8.5,10
1003731,8.2,8.75,7.2,N1,Society,4.5,5,8
1003734,8,8.75,9,N1,Society,8.25,7.5,9.75
1003735,8.8,9,7.8,N1,Society,5,5.5,9.25
1003736,8.2,8.25,7.8,N1,Society,5,6,7.75
1003737,8.2,8.25,9,N1,Society,7.75,6.75,9.75
1003738,7,9,8.2,N1,Society,6.25,6.25,8.5
1003739,7.2,8.25,8.8,N1,Society,4.25,5.25,7.25
1003741,7,9.25,7.8,N1,Society,4.5,7.5,8.5
1003744,8.2,9,8.4,N1,Society,6.5,7.5,8.75
1003745,7.2,9.25,7.6,N1,Society,6.25,6.5,9.75
1003746,7.2,8.5,8,N1,Society,4.75,5,8.25
1003747,6.2,8.75,8,N1,Society,6,6.5,9.25
1003748,5.8,8.75,4.6,N1,Society,8.5,6.25,7.25
1003749,8.8,8.25,9,N1,Society,6,6.5,8.5
1003750,6.8,8.75,9.2,N1,Society,7.75,7.75,10
1003751,8.6,9.25,8.8,N1,Society,7,7.75,8.5
1003754,7,8.25,9,N1,Society,6.25,7.25,9.25
1003755,8.2,9.25,9.4,N1,Society,8.25,9.5,9.5
1003756,8.8,8,8.2,N1,Society,4.5,5.75,8.5
1003757,7.4,9,9.6,N1,Society,7.75,8.5,8.25
1003758,6.8,8.25,9.2,N1,Society,7.25,7.5,8.75
1003759,8.4,8.5,9.6,N1,Society,6.75,7.25,8.75
1003760,7.4,7.25,9.4,N1,Society,4.5,6.75,8.5
1003761,7,7.25,9,N1,Society,5.75,7,8.5
1003762,7.4,8.75,8.4,N1,Society,6,5.75,8.25
1003763,5.4,8.25,4.2,N1,Society,3.5,4.5,6.25
1003766,7.6,8.5,9.2,N1,Society,6.25,6,9.25
1003768,8,7.5,8.6,N1,Society,7.75,5.75,7.75
1003770,8,7.5,9.2,N1,Nature,7.5,7,6.25
1003771,8.8,7.25,6.8,N1,Society,5.75,6,8.5
1003772,8.6,8.5,8.6,N1,Society,6.5,7.75,7
1003773,9.2,7.75,9.4,N1,Society,5.75,6.5,6.75
1003774,8,5.42,7.4,N1,Nature,8.75,4.25,5
1003775,6.8,6.25,8.4,N1,Nature,6.75,5.5,5.75
1003778,8,8.5,9,N1,Society,7.75,6.5,8.75
1003780,8.4,9,9.4,N1,Society,7,6,8.5
1003781,8.2,8.75,8.2,N1,Society,7,7,10
1003782,8.8,9.5,9.4,N1,Society,6,5.75,8.5
1003783,8.2,7.75,9.2,N1,Society,6.75,5.5,8.5
1003784,7.8,8.75,9.4,N1,Society,8.25,6.25,8.5
1003786,8.6,7.75,8,N1,Nature,7.5,6.75,7.75
1003787,7.4,8.75,7.2,N1,Society,5.25,6,8.5
1003790,7,8.75,8.6,N1,Society,6.5,7.75,9
1003791,8.4,8.5,9.4,N1,Society,6,6.25,9.5
1003792,7.6,8.5,5.8,N1,Nature,6,4.25,5.75
1003793,6.2,7.5,8,N1,Society,8,7,8.75
1003794,7.8,8.5,9.2,N1,Nature,8.75,7.25,7.25
1003796,8.2,6.5,7.8,N1,Nature,8.25,6,5.75
1003797,7.8,8,7.8,N1,Society,6.75,8.25,8.75
1003798,6.2,7.75,8.2,N1,Society,6,4,8.5
1003800,8,8.25,9.2,N1,Society,7.25,7.5,8.5
1003802,8.6,8.75,9.2,N1,Nature,8,8.25,6.5
1003803,7,8.5,8.8,N1,Society,4.25,4.5,7.5
1003804,8.4,8.75,8.8,N1,Society,7,6.75,8.75
1003805,8.2,8.75,6.6,N1,Nature,8,8.25,5
1003806,8,9,9,N1,Society,8.25,5.75,8.5
1003807,8.2,9,9.4,N1,Society,6.5,7,9.75
1003808,8.4,7.75,8.8,N1,Society,7,8.25,8.75
1003809,6,7.5,7,N1,Society,3.25,5,7.25
1003810,6.6,6.5,7.8,N1,Society,7,4.75,8.75
1003812,7.8,8.25,7.8,N1,Society,3.5,5,8.5
1003813,8.6,7.75,9.6,N1,Nature,8,5.75,7
1003814,8,7,9,N1,Nature,4,8.5,6
1003815,8.8,8.25,9,N1,Society,5,5.75,8.25
1003817,6.2,9.25,7.4,N1,Society,5.25,4.5,8.25
1003819,8,8.5,7.2,N1,Nature,8.25,6.5,6.75
1003820,7,8.25,9.8,N1,Society,6,4,8.5
1003821,7.2,8.75,8.6,N1,Society,6.75,6.5,9
1003824,8,8.75,8.4,N1,Society,4,5.75,8
1003825,8.2,6.75,6.6,N1,Nature,5.5,2.75,7.75
1003826,8.6,7.75,9,N1,Society,7.5,6.75,9.25
1003827,7.4,8.5,8.2,N1,Society,6.25,6.75,8.75
1003828,7,7,8.4,N1,Society,6.25,7.5,8.75
1003829,7.2,8.25,7.8,N1,Society,3.25,5,7.75
1003830,7.6,8.5,9,N1,Society,6.5,6.25,8.75
1003831,7.2,8,8.8,N1,Society,4.75,5.75,7.75
1003832,7.8,8,7.8,N1,Society,8.25,6.25,9
1003833,6.4,8.25,9,N1,Society,5.5,5.75,9
1003836,8.2,9,8.6,N1,Society,3.75,6,7.75
1003847,6,6.25,7.6,N1,Society,3.25,3.75,8
1003857,7.8,6.5,7.8,N1,Nature,5.75,7.25,6.25
1003864,7,7.75,8,N6,Society,6.25,5.75,9.5
1003866,7.4,8.25,8.8,N1,Society,6.75,6.25,8.25
1003867,7.4,8,7.8,N1,Nature,7.75,8,8.5
1003868,7.8,8,8.4,N1,Society,2.75,5.75,7
1003869,8.8,8.5,9,N1,Society,7.25,6.5,9.25
1003870,9,6.75,9,N1,Nature,7.25,5.5,7.5
1003871,8,7.75,8.4,N1,Nature,7,4,5.75
1003872,7.6,7.5,6.6,N1,Nature,5.25,6,6.5
1003873,7.4,8,8,N1,Nature,4.25,5.75,4.75
1003875,7.2,9,7,N5,Society,8,7.75,9
1003876,8,8.25,8.4,N1,Nature,7.25,4.25,5
1003877,6.8,8,7.6,N1,Society,5.75,5.25,7.25
1003878,8.4,5.5,4.6,N1,Nature,7.25,8.5,3.75
1003879,7.4,8,8.4,N1,Nature,7.25,4.75,3.75
1003880,7,7.25,7.2,N1,Society,7.75,7,8.5
1003881,8.6,8,9,N1,Society,6.5,6,8.5
1003883,8.8,6.5,9,N1,Nature,7.75,6.25,6.75
1003884,7.4,7.75,8.8,N1,Nature,5.75,5,7
1003885,7,8.25,7,N1,Society,4,5.75,8.5
1003887,8,8.5,7.8,N1,Society,7,8,9.75
1003888,7.2,8.75,9,N3,Society,8,7,8
1003889,8.6,9,9,N1,Nature,6.75,6.5,7
1003890,7.8,8.25,9,N1,Society,6.25,5.25,8.25
1003891,8,7.25,7.6,N1,Society,7.75,5.75,9
1003892,6.6,9.25,8.6,N1,Society,7.75,6,9
1003893,8.6,8.5,6.6,N1,Nature,3.25,7.5,7.25
1003894,5,8,9.2,N1,Society,6.75,6,8.5
1003895,7.4,7.5,9.2,N1,Nature,8.75,8.25,7.75
1003896,7.4,6.5,7.2,N1,Nature,8.5,6.75,6
1003897,7.6,8,8.6,N1,Society,7.5,7.25,9
1003898,8.4,7,5.8,N1,Nature,8.5,8.25,4.5
1003899,7.4,7.5,9.2,N1,Nature,7.5,5,3.75
1003900,8.2,7.25,9,N1,Nature,6.75,9,6.5
1003901,7.6,6.75,9,N1,Society,8,7.75,8.75
1003902,8.2,8.25,8,N1,Society,8.25,7,9.25
1003903,7.8,9,8.6,N1,Society,5.25,4.5,8.25
1003904,7.8,7.25,7.6,N1,Nature,8.5,8.5,8.25
1003905,9,6.75,9.4,N1,Nature,8.25,5.5,7.25
1003907,8.6,9,9.6,N1,Society,6.75,6.25,8.25
1003908,8.8,8.25,8,N1,Society,8.5,8,9.5
1003909,5.8,7,6.2,N1,Society,6.25,4.25,8.25
1003910,8.2,9.25,8.4,N1,Society,5.5,5.25,7.25
1003912,7.2,8.5,7,N1,Society,4.75,3.75,7
1003913,7.8,8,7.8,N1,Nature,6.75,6.5,6.5
1003914,8.2,8.5,9.2,N1,Nature,7.75,7.75,7.75
1003915,8.4,7,8.2,N1,Nature,6.25,8.5,9
1003917,8.2,6.5,7.6,N1,Nature,6,7.75,5.5
1003918,8.8,6,7.2,N1,Nature,7.5,8,5.5
1003919,8.6,8.25,8.8,N1,Society,6.75,5.25,7.75
1003921,7.8,7,8.4,N1,Nature,7.75,7.25,6.25
1003922,8,8.5,9.2,N1,Society,7,8,9
1003923,6,8.5,8.2,N1,Society,5.75,7.5,8.5
1003924,7.8,6.25,7.2,N1,Nature,7.75,7,4.75
1003925,7.6,8,8.4,N1,Society,3.25,5.25,9
1003926,7.4,8.75,9.4,N1,Society,6.25,7.75,8.75
1003927,8.2,6.5,8.6,N1,Nature,7.75,5.5,5.25
1003928,8.2,6.5,5.6,N1,Nature,4,8.25,8.75
1003929,7.2,8.5,9.2,N1,Society,6.75,5.75,9.25
1003931,8,8,9,N1,Nature,8.5,9.5,7.5
1003932,7.4,8,7.4,N1,Society,8.5,6,8.75
1003933,8.2,6,9,N1,Nature,8,5.5,6.25
1003934,7.6,5.5,8.8,N1,Nature,8.25,4.25,5.25
1003935,7.4,6.5,7.6,N1,Nature,5.25,7.5,5.25
1003936,5.6,8.5,7.6,N1,Society,5.75,7,8.75
1003937,7.4,8.5,8.4,N1,Society,4.5,5.5,7.25
1003938,8,8.5,7.8,N1,Society,6.25,5.5,8.25
1003939,6.6,5.33,9.2,N1,Nature,7.25,5.25,6
1003940,6.6,6.25,8.6,N1,Nature,5.75,5.5,5.25
1003941,7.8,8.25,6.4,N1,Nature,3.25,5.75,5.5
1003942,8.8,8.25,7.8,N1,Society,4,4,7.75
1003943,8.4,8.75,9,N1,Society,7.25,6.5,8.75
1003944,8.2,9,8.2,N1,Society,7.75,6.25,8.75
1003945,8.8,7,8.6,N1,Nature,8.25,7,6.5
1003946,8.2,7.5,8.6,N1,Nature,8.25,7.25,7
1003947,9,6,9.4,N1,Nature,8.75,6.5,6.75
1003949,7,7.5,8.8,N1,Society,7.25,7.25,9.75
1003950,5.8,8,7.4,N3,Society,5,6,9
1003951,7.4,8.75,7.4,N1,Society,6.25,6.75,7.5
1003953,7.4,8,6.8,N3,Society,6.25,6.25,8.25
1003954,8.6,7.75,8.6,N1,Nature,7.75,7.75,6.75
1003955,8,7,8.2,N6,Nature,7.25,5.25,4.25
1003956,8,8.25,8.2,N1,Nature,6,8.75,7.5
1003957,8.8,8.25,9,N1,Society,5.75,7.25,8.25
1003958,6.4,6.25,8.8,N1,Society,3,5.5,5.75
1003959,7.8,7,8.4,N1,Society,4.5,5.75,6
1003960,7.8,6.75,9,N1,Society,9,6.75,9.25
1003961,6,6.75,8.2,N1,Society,4,5.5,7.25
1003962,7.8,7.5,9,N1,Nature,7.5,8.25,7.5
1003963,9,6,8.4,N1,Nature,8.75,8,6.5
1003964,7.4,6.5,8,N1,Nature,8,3.25,5.75
1003965,6.6,7.75,7.2,N3,Society,7.25,6.25,8.75
1003966,6,8.25,8.2,N5,Society,6,7.25,9.25
1003967,8.6,8.25,9,N1,Society,6.25,7.25,9.75
1003968,6.6,8.5,9.2,N1,Nature,4.5,7.75,6.75
1003969,8.4,8.75,8.6,N1,Society,4,6,8.5
1003970,7.6,7.75,7.8,N6,Society,6.5,5.75,8.25
1003972,7.8,6.5,9.2,N1,Nature,8.5,6,7.25
1003973,7.4,8,7.8,N1,Nature,6.75,6.5,5.25
1003974,8.2,7.5,8.6,N1,Nature,7.75,6.5,6.5
1003975,5,4.75,7.8,N1,Society,5.25,5.75,8
1003976,8.2,7,7.6,N1,Nature,5.75,6.5,6
1003977,8.4,8.25,8.8,N1,Nature,7.75,3.5,5.5
1003978,6.2,8.25,8.2,N1,Society,5,6.25,9.75
1003980,8.2,8.5,8.6,N1,Society,5.75,6,8.5
1003981,7.8,8.5,9.4,N1,Society,9.25,8,9.25
1003982,5.4,8,7,N1,Society,8,7.5,8
1003983,8.2,7,9,N1,Society,5.5,6.25,7.75
1003984,8.2,8.75,8.8,N1,Society,7.75,6.75,8.75
1003985,6.6,8.25,7.2,N6,Nature,6.75,7,6.75
1003986,8,9,8.2,N1,Society,7.25,6,8.5
1003987,8.4,9,8.8,N5,Society,7.25,7.25,8.75
1003988,7.4,8.25,8,N1,Society,5,5.5,8.75
1003989,8.6,8.75,9,N1,Society,9,7.5,9.25
1003990,7.8,9.25,7.8,N1,Society,5.25,6.25,9.5
1003991,8.6,8,9.6,N1,Nature,9.25,6.5,5.5
1003992,8.2,9,9,N1,Society,8.25,7.5,8
1003993,8.8,7.75,8.4,N1,Nature,8,7.5,6.75
1003994,8.8,8,8.6,N1,Society,5.25,7.25,9
1003996,8.6,7.5,9,N1,Nature,8.75,6,6.75
1003997,7.8,9.25,9,N1,Society,6.75,4.75,8.75
1003998,7,8.5,8.2,N1,Society,8.25,6.5,9.5
1004000,7,8.75,8,N1,Society,5.75,6.5,8.75
1004001,7.2,7.75,6.2,N1,Society,5.5,6.25,8.75
1004002,7,9,8.6,N1,Society,8.25,7,10
1004003,8.2,8.75,6.6,N1,Nature,8.5,6.25,5.25
1004004,7.8,7.25,8.8,N1,Nature,8,7.25,7
1004005,8,8.75,8.8,N1,Nature,8.5,6,7.25
1004006,8.4,8.75,7.8,N1,Society,6,9,8.25
1004007,7.2,8.75,7.8,N1,Society,4.5,5.25,7.25
1004008,7.2,8.5,8.8,N6,Society,5.5,5,8
1004009,8.2,9,9.2,N1,Society,5,5.75,9
1004010,8,9.25,9.2,N1,Society,7,7.25,9.25
1004011,8.2,9,9.2,N1,Society,7,8.25,9.25
1004012,8,6.5,8,N1,Nature,7.5,5.75,7
1004013,8,8.75,8.8,N1,Society,8.75,7.5,9.5
1004014,8.2,9.25,8.6,N1,Society,6,6.75,8
1004015,7.2,8.75,8.8,N1,Society,6.5,7.25,10
1004016,8,9.25,10,N1,Society,8.5,5.25,8.5
1004017,9,8.75,8.8,N1,Society,5.75,6,9
1004018,7.4,8,7.2,N1,Society,5.25,5.75,7
1004020,7.6,8.25,8.8,N1,Society,6.5,6.75,8.5
1004021,7.8,8.75,9.4,N1,Society,5.75,5.25,9.25
1004022,7.2,9,9,N1,Society,6.75,4.75,8
1004023,7.8,8.75,8.2,N1,Society,7,6.5,9.25
1004024,8,8.25,9,N1,Society,7,6.75,9.75
1004025,7.8,9,8.8,N1,Society,6.25,6.75,8.75
1004026,7.8,8.25,7.2,N1,Society,3.25,6.25,8.5
1004027,9,9,9.2,N1,Society,7,8.75,9.75
1004028,8.4,9.25,9.6,N1,Society,8,8,9.75
1004029,6.6,8.25,8.4,N1,Society,7,5.25,8.25
1004030,8,8.25,9.2,N7,Society,6.75,5,9.25
1004031,7.8,8.5,7.8,N1,Society,3.25,5.75,6.25
1004032,7.8,9.25,8.8,N1,Society,6.25,6,8.5
1004033,8.6,9,8.2,N1,Society,4.5,5.25,7.75
1004035,7.8,8.75,8.8,N1,Society,7,6.25,8.25
1004036,8,9.25,9.2,N1,Society,6.75,6.25,9.25
1004037,8.2,8.25,6.8,N1,Society,6,5.25,8.25
1004038,7.2,8.5,7.6,N1,Society,6.75,6.5,8.5
1004039,7.2,7.75,7.4,N1,Society,4.75,6,7.75
1004040,8.2,8.75,9.2,N4,Society,7,6.5,9.5
1004041,8,9.25,9.2,N1,Society,6.25,6.75,9.25
1004042,7.6,8.25,8.2,N1,Society,6,5,7.25
1004043,7.6,9,7.4,N1,Society,5.75,6.25,9
1004044,7.8,7.5,6.2,N3,Society,5,5.25,7.75
1004045,9.2,8.25,9.2,N1,Society,8.25,7.25,10
1004046,7,8.75,7,N1,Society,6.5,5.25,8.5
1004047,8.2,8.5,8.6,N1,Society,7.5,7,9.25
1004048,8.2,9,9,N1,Society,4.25,8.25,8.25
1004049,7.8,8.75,8.4,N1,Society,6.5,6.25,8.5
1004050,7.8,8.75,7.6,N1,Society,4.75,6,7.5
1004051,8,8.75,8,N1,Society,5.5,7,8
1004052,8.6,8.75,8.4,N1,Society,6,6.75,9.5
1004053,8,8.75,8,N1,Society,4.75,5.25,8.25
1004054,8.4,9,8.8,N1,Society,5,6.5,8.5
1004056,8.6,8.5,9.4,N1,Society,8.5,7.25,9.5
1004057,8,8.75,8.6,N1,Society,5.5,6.25,8
1004058,7.2,8.5,9,N1,Society,5.5,6.75,8
1004059,7.4,9,7.8,N1,Society,7.5,6.25,9.25
1004060,7.2,8.75,8.2,N1,Society,7.5,6,8.75
1004061,8,8.5,8.8,N1,Society,6.25,5.75,9.25
1004062,8,9,8.4,N1,Society,7.5,6,8
1004063,8.4,9,8.8,N1,Society,6,3.75,8.25
1004064,8,8.75,7.6,N1,Society,6.75,5.75,9.75
1004065,7.6,8.75,9.2,N1,Society,9,6.25,9.25
1004066,8.4,8.5,8.4,N1,Society,5.5,7.5,9
1004067,7.8,8.5,7.6,N1,Society,5.25,5.5,8.75
1004068,8.4,8.75,8.2,N1,Society,4.75,6,7.75
1004069,7.8,9,9.4,N1,Society,8,6.75,8.5
1004070,7.2,8.75,8.4,N1,Society,6.5,8,9.5
1004071,7.2,7.75,8.4,N1,Society,5,5.25,7.75
1004072,7.6,8.5,9.2,N1,Society,5.5,6,8
1004073,8.8,8.75,8.4,N1,Society,8,6.5,9
1004074,7.2,8.5,7,N1,Society,7,6.5,9
1004075,7.8,8.25,8.8,N1,Society,5.5,6.25,9
1004076,7.2,9,9.2,N1,Society,3.5,6.75,8
1004077,7.8,8.75,8.8,N1,Society,6.25,5.75,9.25
1004078,7.6,8.75,7.6,N1,Society,4.75,4.25,7.25
1004079,7,8.75,8.4,N1,Society,8.75,8.5,7.75
1004080,7.6,9,8.6,N1,Society,7,5.75,10
1004081,5.4,8,8,N1,Society,6.5,6,9.25
1004082,6.8,8.25,9.4,N1,Society,6,7,8.5
1004083,6.2,8.25,6,N3,Society,4.5,6,8.75
1004084,7.2,7.5,9,N1,Society,4.75,5.5,8.25
1004085,8,8.5,9,N1,Society,5.5,6.25,8
1004086,8,9,9.8,N6,Society,8,7.25,8.75
1004087,6.8,8,7.4,N1,Society,5.75,6,8.75
1004088,8.2,8.75,9.4,N1,Society,6.75,7.75,8.5
1004089,7.4,8,7.6,N1,Society,8.75,6.25,8
1004090,6.4,8.25,7.4,N1,Society,5,5.5,8
1004091,8.6,8,9.2,N1,Society,9,7,9.5
1004092,6.6,7.75,8,N1,Society,5.5,6.75,9.25
1004093,5.6,8.5,6.8,N1,Society,5,4.75,7
1004094,8,8.25,8,N1,Society,7.5,5.5,7.75
1004095,7.8,8.5,9,N1,Society,6,5.75,8.25
1004096,7.6,8.75,9.2,N1,Society,6.5,6.5,8.75
1004097,8.2,8.75,9.2,N1,Society,8.5,8.25,10
1004098,6.8,7.5,4.8,N1,Society,4.5,5.75,8.75
1004099,7,8.75,9,N1,Society,6.75,6.25,9.25
1004100,8.2,8.25,9,N1,Society,7.75,8.25,9.5
1004101,6.6,8.5,9.2,N1,Society,8,6,9
1004102,8.8,8.75,8.4,N1,Society,5,6.5,7.5
1004103,7.6,8.5,8.6,N1,Society,4.5,5.5,8
1004104,7.6,9,7.2,N1,Society,4.75,5.5,8
1004105,8,8,8,N1,Society,7,6,8.25
1004106,8,9,8.8,N1,Society,7.5,7.25,9.25
1004107,7.2,8.5,9.6,N1,Society,7.75,5.5,8.25
1004108,8,8.75,8.6,N1,Society,6.75,7,9.75
1004109,7.8,8.75,7.8,N1,Society,5,5.75,8.25
1004110,7.8,8.25,8.2,N1,Society,6,6,8.75
1004111,8.4,8.75,7,N1,Society,4.75,5,8.5
1004112,4.8,9,9,N1,Society,6.5,6.25,8.75
1004113,8.6,8.75,9.4,N1,Society,6.75,6.5,9.75
1004114,7.6,8.75,8.8,N5,Society,8,6,8.75
1004115,8,8,8.8,N1,Society,5.5,5.75,8.5
1004116,7.8,8,9.2,N1,Society,8,7,8.75
1004117,8.2,5,6.4,N1,Society,5.25,5.75,8.5
1004118,6.4,8.25,5.4,N3,Society,7.25,7.5,8.75
1004119,7.2,8.75,9,N1,Society,6.5,6.5,9.25
1004120,5.4,7,8,N1,Society,7,6.5,7.25
1004121,7.2,7.5,8,N1,Society,6.5,7.25,9.25
1004122,7.6,7,8.8,N1,Society,6,7.25,8.75
1004123,8.6,8.25,9.2,N1,Society,9,7.5,9.75
1004124,8.4,8.75,9,N1,Society,7.5,8,10
1004125,8,8.5,9,N1,Society,6.5,6.5,9
1004126,7.6,8.75,8.8,N1,Society,8,6.25,9
1004127,6,7.75,8.6,N1,Society,6.25,7,7.75
1004128,7.6,8.25,8.4,N1,Society,3.75,5.5,7
1004129,8.4,8.75,9.2,N1,Society,6.5,6.5,8.5
1004130,8.2,9,9,N1,Society,6.5,6.5,9.75
1004131,7.6,8.25,9.2,N1,Society,8.5,7.5,9.5
1004132,7.8,8.5,8.8,N1,Society,6.75,5,8
1004133,8.2,6.5,9,N1,Society,6.5,7.5,8.5
1004134,7.4,9.25,9.6,N1,Society,7,8,9.5
1004135,7.6,8,8.4,N1,Society,5.5,6.5,9.25
1004136,6.8,8.25,7.6,N1,Society,6.75,7.75,8.75
1004137,6.6,6.25,9.4,N1,Society,7,6,8.25
1004138,7.8,8.25,6.8,N1,Society,7.5,7,7.5
1004139,6.2,7.5,9,N1,Society,6.5,6.25,8.5
1004140,7.6,7.75,8.6,N1,Society,4.25,6.25,7.5
1004141,7.2,8.25,8.4,N1,Society,7.5,5.5,7.5
1004142,7.2,9,9,N1,Society,8,7.25,8
1004143,8.2,8,8.6,N1,Society,7.25,6.5,9.75
1004144,8.2,8,8.4,N1,Society,7.5,7.75,8.25
1004145,7.2,7.25,5.8,N1,Society,5,4.5,6.75
1004146,7.6,6.75,9.2,N1,Society,4.25,5.75,9.25
1004147,7.8,8,9.2,N1,Society,6.5,6.25,9.5
1004148,7,8.25,7.6,N1,Society,5.5,4.75,7.75
1004149,6.2,8.75,7.2,N1,Society,7.75,7,7.75
1004150,4,7.5,4,N1,Society,6,5.5,8.25
1004151,8.8,8.25,8.4,N1,Society,7.25,8.5,9
1004152,7.4,8.25,9.2,N1,Society,7.25,6.5,8.5
1004154,8,8.5,8.4,N1,Society,6.75,6.75,9.5
1004155,8.4,8.75,9.6,N1,Society,7.25,7.5,9.25
1004156,7.2,8.5,9.2,N1,Society,7.75,5.5,8.25
1004157,6,8.5,6.4,N1,Society,6,4.75,7.75
1004158,8.2,8.5,8.2,N1,Society,8.75,8.25,9.75
1004159,6.8,8.75,9.2,N1,Society,8.25,7.5,9.25
1004160,8.2,9.25,8.8,N1,Society,6.5,7.25,9.25
1004161,8.6,8.75,8.8,N1,Society,7.75,7.75,8.5
1004162,7.2,7,8.8,N1,Society,6.5,5.75,8.5
1004163,7.8,9.25,8.4,N1,Society,6,6.25,8.5
1004164,7.6,8.75,9,N1,Society,5.75,6.25,7.75
1004165,6.4,8.75,8.4,N1,Society,6.25,4.75,7.75
1004166,7.8,8.75,8,N1,Society,7,5.75,9.25
1004167,7.8,7.75,9.2,N1,Society,5.5,7.5,7.75
1004168,8.4,9.25,9.2,N1,Society,7,7.25,9.5
1004169,8,9.25,7.8,N1,Society,7.75,7.5,8.75
1004170,7.8,9,7.2,N1,Society,6,4.5,8
1004171,8,9,8,N1,Society,7.25,5.75,9
1004172,7,7.75,8.8,N1,Society,6.5,5.25,8.5
1004173,8,9,8.8,N1,Society,8.5,8.75,9.25
1004174,8.2,8,7.4,N1,Society,4.5,7,9
1004175,6.2,8.5,6.8,N1,Society,3.75,3.5,7.5
1004177,7.4,8.25,6.8,N3,Society,6.75,8.25,9.25
1004178,8,9,8.6,N6,Society,6.25,5.75,7.5
1004182,7.2,7.5,8.8,N4,Society,5.25,5.25,8
1004183,6.4,8.75,3.6,N6,Society,5.25,6.5,8.75
1004184,7.4,8.25,9.6,N4,Society,5.5,6.75,9.25
1004185,7.8,7.5,8.2,N1,Nature,8,4.75,6.25
1004186,7.6,7.75,9,N1,Nature,7,6.75,7.25
1004187,8.2,8,9.4,N1,Nature,8.5,6.25,7.25
1004188,7.6,5,6.2,N1,Nature,6.75,5.25,4.25
1004189,8.2,8.5,9.6,N1,Society,8.25,6.5,9.75
1004190,7.6,5.5,8.4,N1,Nature,7.75,8.25,7.5
1004191,8.6,7.75,8.6,N1,Nature,8.25,5.5,5.75
1004192,7.8,7.75,9,N1,Society,6.25,5.5,7.5
1004193,7.6,8,8.8,N1,Society,7.5,7,8
1004194,6.2,5.5,7.4,N1,Society,6,5,6.75
1004195,9.2,5.5,8.4,N1,Nature,6.5,5,5.75
1004196,8.4,9.25,8.8,N1,Society,6.75,6.25,8.25
1004197,7.2,7.5,9.2,N1,Nature,6.25,6.25,6.75
1004198,9.2,7.5,8.8,N1,Nature,8,4,6
1004199,7.6,6,8.8,N1,Nature,7.75,4.25,7
1004200,8.2,7.5,8.4,N1,Society,5,5.75,7.25
1004201,7.4,7.25,8,N1,Nature,7.5,4.75,5.75
1004202,7.4,6.5,8.8,N1,Nature,3.75,5.5,4
1004203,8.4,6.75,9.2,N1,Nature,8.5,7,6.5
1004204,5.6,7,8,N1,Society,7,5.75,8.75
1004205,7.2,6.5,9,N1,Society,5.75,6.5,7.5
1004206,7.8,7.25,9.2,N1,Nature,7.75,5,6.5
1004207,9,6.25,9,N1,Nature,8.5,7,5.75
1004208,7.4,7.5,8.2,N1,Society,8,5.75,9
1004209,8.2,8.25,9.4,N1,Society,6.5,6.75,9
1004210,6.6,7.5,7,N1,Society,6,5.25,8.25
1004211,8.4,8.25,9.4,N1,Nature,7.75,8.25,7
1004212,8.6,7,8.6,N1,Nature,8,5.25,3.75
1004213,7.6,8.25,9.2,N1,Society,3,6.25,8.5
1004214,9.2,7.75,8.4,N1,Nature,5.25,6,5.5
1004215,8,8,8.4,N1,Society,6.25,6.75,9.5
1004216,8.6,8.25,9.4,N1,Society,6.25,7.25,8.75
